provider_id,hospital_name,city,state,zip_code,hospital_type,hospital_ownership,hospital_overall_rating,patient_experience_national_comparison,address,Latitudes,Longitudes
241371,SANFORD LUVERNE MEDICAL CENTER,LUVERNE,MN,56156,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"1600 NORTH KNISS AVENUE P O BOX 1019
LUVERNE, MN
",43.671605, -96.212523
190013,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,LA,70663,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"701 EAST CYPRESS STREET
SULPHUR, LA
",30.231074, -93.36929
170074,GEARY COMMUNITY HOSPITAL,JUNCTION CITY,KS,66441,Acute Care Hospitals,Government - Local,3,Above the national average,"1102 ST MARY'S ROAD
JUNCTION CITY, KS
",39.013979, -96.849798
220011,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,MA,02138,Acute Care Hospitals,Government - Local,3,Below the national average,"1493 CAMBRIDGE STREET
CAMBRIDGE, MA
",42.374181, -71.104413
181314,THE MEDICAL CENTER AT CAVERNA,HORSE CAVE,KY,42749,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"1501 SOUTH DIXIE STREET
HORSE CAVE, KY
",37.160336, -85.923172
181310,CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,KY,41008,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"309 ELEVENTH STREET
CARROLLTON, KY
",38.679904, -85.169314
260209,FULTON MEDICAL CENTER LLC,FULTON,MO,65251,Acute Care Hospitals,Voluntary non-profit - Private,3,Not Available,"10 SOUTH HOSPITAL DRIVE
FULTON, MO
",38.842247, -91.966202
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,NATCHITOCHES,LA,71457,Acute Care Hospitals,Government - Hospital District or Authority,4,Same as the national average,"501 KEYSER AVE
NATCHITOCHES, LA
",31.753563, -93.079253
190040,SLIDELL MEMORIAL HOSPITAL,SLIDELL,LA,70458,Acute Care Hospitals,Government - Hospital District or Authority,3,Above the national average,"1001 GAUSE BLVD
SLIDELL, LA
",30.284651, -89.770421
220035,NORTH SHORE MEDICAL CENTER -,SALEM,MA,01970,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"81 HIGHLAND AVENUE
SALEM, MA
",42.51204, -70.908564
180138,BAPTIST HEALTH LA GRANGE,LA GRANGE,KY,40031,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1025 NEW MOODY LANE
LA GRANGE, KY
",38.396238, -85.375927
181322,CALDWELL MEDICAL CENTER,PRINCETON,KY,42445,Critical Access Hospitals,Government - Hospital District or Authority,3,Not Available,"100 MEDICAL CENTER DRIVE
PRINCETON, KY
",37.114215, -87.907658
190099,AVOYELLES HOSPITAL,MARKSVILLE,LA,71351,Acute Care Hospitals,Proprietary,3,Same as the national average,"4231 HIGHWAY 1192
MARKSVILLE, LA
",31.143135, -92.064435
180087,TAYLOR REGIONAL HOSPITAL,CAMPBELLSVILLE,KY,42718,Acute Care Hospitals,Government - Hospital District or Authority,3,Same as the national average,"1700 OLD LEBANON ROAD
CAMPBELLSVILLE, KY
",37.366216, -85.339179
171383,WILLIAM NEWTON HOSPITAL,WINFIELD,KS,67156,Critical Access Hospitals,Government - Local,4,Above the national average,"1300 EAST FIFTH AVENUE
WINFIELD, KS
",37.244649, -96.98247
190086,NORTHERN LOUISIANA MEDICAL CENTER,RUSTON,LA,71270,Acute Care Hospitals,Proprietary,2,Below the national average,"401 EAST VAUGHN AVENUE
RUSTON, LA
",32.515281, -92.633902
180017,T J SAMSON COMMUNITY HOSPITAL,GLASGOW,KY,42141,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"1301 NORTH RACE STREET
GLASGOW, KY
",37.010901, -85.903448
220070,HALLMARK HEALTH SYSTEM,MELROSE,MA,02176,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"585 LEBANON STREET
MELROSE, MA
",42.460055, -71.06193
161362,CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,IA,51012,Critical Access Hospitals,Voluntary non-profit - Private,3,Same as the national average,"300 SIOUX VALLEY DRIVE
CHEROKEE, IA
",42.759282, -95.546962
191324,OCHSNER ST ANNE GENERAL HOSPITAL,RACELAND,LA,70394,Critical Access Hospitals,Voluntary non-profit - Other,4,Above the national average,"4608 HIGHWAY 1
RACELAND, LA
",29.703447, -90.564133
161372,BOONE COUNTY HOSPITAL,BOONE,IA,50036,Critical Access Hospitals,Government - Local,3,Same as the national average,"1015 UNION STREET
BOONE, IA
",42.055581, -93.876153
180053,FLEMING COUNTY HOSPITAL,FLEMINGSBURG,KY,41041,Acute Care Hospitals,Voluntary non-profit - Other,3,Above the national average,"55 FOUNDATION DRIVE
FLEMINGSBURG, KY
",38.421539, -83.753094
170014,RANSOM MEMORIAL HOSPITAL,OTTAWA,KS,66067,Acute Care Hospitals,Government - Local,4,Above the national average,"1301 S MAIN STREET
OTTAWA, KS
",38.597285, -95.268759
190176,TULANE MEDICAL CENTER,NEW ORLEANS,LA,70112,Acute Care Hospitals,Proprietary,2,Same as the national average,"1415 TULANE AVE
NEW ORLEANS, LA
",29.955263, -90.076121
190242,ST ELIZABETH HOSPITAL,GONZALES,LA,70737,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1125 WEST HIGHWAY 30
GONZALES, LA
",30.210811, -90.932171
201300,BLUE HILL MEMORIAL HOSPITAL,BLUE HILL,ME,04614,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"57 WATER STREET
BLUE HILL, ME
",44.41142, -68.586213
180049,BAPTIST HEALTH RICHMOND,RICHMOND,KY,40475,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"801 EASTERN BYPASS
RICHMOND, KY
",37.73176, -84.293078
190128,WOMAN'S HOSPITAL,BATON ROUGE,LA,70817,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"100 WOMAN'S WAY
BATON ROUGE, LA
",30.40886, -91.03102
260022,NORTHEAST REGIONAL MEDICAL CENTER,KIRKSVILLE,MO,63501,Acute Care Hospitals,Proprietary,4,Above the national average,"315 S OSTEOPATHY
KIRKSVILLE, MO
",40.192482, -92.590847
180021,PINEVILLE COMMUNITY HOSPITAL,PINEVILLE,KY,40977,Acute Care Hospitals,Voluntary non-profit - Other,4,Same as the national average,"850 RIVERVIEW AVENUE
PINEVILLE, KY
",36.763077, -83.708574
171376,GIRARD MEDICAL CENTER,GIRARD,KS,66743,Critical Access Hospitals,Government - Hospital District or Authority,3,Not Available,"302 NORTH HOSPITAL DRIVE
GIRARD, KS
",37.513852, -94.858541
181328,BARBOURVILLE ARH HOSPITAL,BARBOURVILLE,KY,40906,Critical Access Hospitals,Government - Local,1,Not Available,"80 HOSPITAL DRIVE
BARBOURVILLE, KY
",36.85231, -83.87152
180018,ST CLAIRE REGIONAL MEDICAL CENTER,MOREHEAD,KY,40351,Acute Care Hospitals,Government - Federal,2,Same as the national average,"222 MEDICAL CIRCLE
MOREHEAD, KY
",38.180016, -83.442454
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,EL DORADO,KS,67042,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"720 W CENTRAL ST
EL DORADO, KS
",37.817438, -96.858789
180105,MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,KY,42167,Acute Care Hospitals,Voluntary non-profit - Other,2,Same as the national average,"529 CAPP HARLAN ROAD
TOMPKINSVILLE, KY
",36.698633, -85.67723
190236,WILLIS KNIGHTON BOSSIER HEALTH CENTER,BOSSIER CITY,LA,71111,Acute Care Hospitals,Voluntary non-profit - Private,5,Same as the national average,"2400 HOSPITAL DR
BOSSIER CITY, LA
",32.557533, -93.717874
200020,YORK HOSPITAL,YORK,ME,03909,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"15 HOSPITAL DRIVE
YORK, ME
",43.142799, -70.651094
161371,WINNESHIEK MEDICAL CENTER,DECORAH,IA,52101,Critical Access Hospitals,Government - Local,4,Above the national average,"901 MONTGOMERY STREET
DECORAH, IA
",43.294634, -91.771187
190060,LAKE CHARLES MEMORIAL HOSPITAL,LAKE CHARLES,LA,70601,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1701 OAK PARK BLVD
LAKE CHARLES, LA
",30.203461, -93.197295
170058,MERCY HOSPITAL-FORT SCOTT,FORT SCOTT,KS,66701,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"401 WOODLAND HILLS BLVD
FORT SCOTT, KS
",37.805087, -94.705355
161370,LORING HOSPITAL,SAC CITY,IA,50583,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"211 HIGHLAND AVENUE PO BOX 217
SAC CITY, IA
",42.418706, -94.977991
220024,HOLYOKE MEDICAL CENTER,HOLYOKE,MA,01040,Acute Care Hospitals,Voluntary non-profit - Private,2,Same as the national average,"575 BEECH STREET
HOLYOKE, MA
",42.199616, -72.627087
201314,REDINGTON FAIRVIEW GENERAL HOSPITAL,SKOWHEGAN,ME,04976,Critical Access Hospitals,Voluntary non-profit - Other,4,Above the national average,"46 FAIRVIEW AVE PO BOX 468
SKOWHEGAN, ME
",44.758336, -69.713495
170123,WESLEY MEDICAL CENTER,WICHITA,KS,67214,Acute Care Hospitals,Proprietary,4,Same as the national average,"550 N HILLSIDE STREET
WICHITA, KS
",37.695489, -97.299058
181318,THE MEDICAL CENTER AT FRANKLIN,FRANKLIN,KY,42135,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"1100 BROOKHAVEN ROAD
FRANKLIN, KY
",36.699997, -86.575563
181306,METHODIST HOSPITAL UNION COUNTY,MORGANFIELD,KY,42437,Critical Access Hospitals,Voluntary non-profit - Church,3,Not Available,"4604 US HIGHWAY 60 WEST
MORGANFIELD, KY
",37.626114, -87.943918
201311,DOWN EAST COMMUNITY HOSPITAL,MACHIAS,ME,04654,Critical Access Hospitals,Voluntary non-profit - Private,3,Above the national average,"11 HOSPITAL DRIVE
MACHIAS, ME
",44.713411, -67.477203
190088,SPRINGHILL MEDICAL CENTER,SPRINGHILL,LA,71075,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"2001 DOCTORS DRIVE
SPRINGHILL, LA
",33.010622, -93.442839
180011,SAINT JOSEPH LONDON,LONDON,KY,40741,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"1001 SAINT JOSEPH LANE
LONDON, KY
",37.118553, -84.106349
180067,UNIVERSITY OF KENTUCKY HOSPITAL,LEXINGTON,KY,40536,Acute Care Hospitals,Government - State,3,Above the national average,"800 ROSE STREET
LEXINGTON, KY
",38.03296, -84.5067
220002,MOUNT AUBURN HOSPITAL,CAMBRIDGE,MA,02138,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"330 MOUNT AUBURN STREET
CAMBRIDGE, MA
",42.374924, -71.134209
181324,THE MEDICAL CENTER AT SCOTTSVILLE,SCOTTSVILLE,KY,42164,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"456 BURNLEY ROAD
SCOTTSVILLE, KY
",36.759765, -86.216212
201308,HOULTON REGIONAL HOSPITAL,HOULTON,ME,04730,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"20 HARTFORD STREET
HOULTON, ME
",46.132962, -67.842644
190111,WILLIS KNIGHTON MEDICAL CENTER,SHREVEPORT,LA,71103,Acute Care Hospitals,Voluntary non-profit - Private,4,Below the national average,"2600 GREENWOOD ROAD
SHREVEPORT, LA
",32.483923, -93.778748
230105,MCLAREN - NORTHERN MICHIGAN,PETOSKEY,MI,49770,Acute Care Hospitals,Voluntary non-profit - Other,5,Above the national average,"416 CONNABLE AVE
PETOSKEY, MI
",45.373477, -84.969152
171341,HIAWATHA COMMUNITY HOSPITAL,HIAWATHA,KS,66434,Critical Access Hospitals,Voluntary non-profit - Private,2,Same as the national average,"300 UTAH STREET
HIAWATHA, KS
",39.851819, -95.531157
190053,JENNINGS AMERICAN LEGION HOSPITAL,JENNINGS,LA,70546,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"1634 ELTON ROAD
JENNINGS, LA
",30.239215, -92.663445
180056,METHODIST HOSPITAL,HENDERSON,KY,42420,Acute Care Hospitals,Voluntary non-profit - Church,4,Same as the national average,"1305 N ELM ST
HENDERSON, KY
",37.853858, -87.581257
170191,GREAT BEND REGIONAL HOSPITAL,GREAT BEND,KS,67530,Acute Care Hospitals,Proprietary,3,Same as the national average,"514 CLEVELAND STREET
GREAT BEND, KS
",38.3562, -98.791619
171377,SMITH COUNTY MEMORIAL HOSPITAL,SMITH CENTER,KS,66967,Critical Access Hospitals,Government - Local,4,Above the national average,"614 SOUTH MAIN STREET
SMITH CENTER, KS
",39.771659, -98.785715
170142,"VIA CHRISTI HOSPITAL MANHATTAN, INC",MANHATTAN,KS,66502,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"1823 COLLEGE AVE
MANHATTAN, KS
",39.203114, -96.598186
241349,CENTRA CARE HEALTH PAYNESVILLE,PAYNESVILLE,MN,56362,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"200 1ST STREET WEST
PAYNESVILLE, MN
",45.374893, -94.716253
170068,SOUTHWEST MEDICAL CENTER,LIBERAL,KS,67901,Acute Care Hospitals,Government - Local,3,Same as the national average,"315 WEST 15TH STREET
LIBERAL, KS
",37.054178, -100.923452
200041,INLAND HOSPITAL,WATERVILLE,ME,04901,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"200 KENNEDY MEMORIAL DRIVE
WATERVILLE, ME
",44.54269, -69.661405
180128,THREE RIVERS MEDICAL CENTER,LOUISA,KY,41230,Acute Care Hospitals,Proprietary,3,Above the national average,"2485 HIGHWAY 644
LOUISA, KY
",38.0933, -82.60474
190036,OCHSNER MEDICAL CENTER,NEW ORLEANS,LA,70121,Acute Care Hospitals,Voluntary non-profit - Private,2,Same as the national average,"1516 JEFFERSON HWY
NEW ORLEANS, LA
",29.962771, -90.145205
190205,WOMEN'S AND CHILDREN'S HOSPITAL,LAFAYETTE,LA,70508,Acute Care Hospitals,Proprietary,3,Above the national average,"4600 AMBASSADOR CAFFERY PARKWAY
LAFAYETTE, LA
",30.154239, -92.045679
240207,FAIRVIEW RIDGES HOSPITAL,BURNSVILLE,MN,55337,Acute Care Hospitals,Voluntary non-profit - Church,4,Above the national average,"201 EAST NICOLLET BOULEVARD
BURNSVILLE, MN
",44.749947, -93.274858
190184,CITIZENS MEDICAL CENTER,COLUMBIA,LA,71418,Acute Care Hospitals,Government - Hospital District or Authority,3,Not Available,"7939 U S HWY 165 SOUTH
COLUMBIA, LA
",32.077871, -92.095218
171362,CITIZENS MEDICAL CENTER,COLBY,KS,67701,Critical Access Hospitals,Voluntary non-profit - Private,3,Above the national average,"100 E COLLEGE DRIVE
COLBY, KS
",39.379755, -101.045049
171325,GRAHAM COUNTY HOSPITAL,HILL CITY,KS,67642,Critical Access Hospitals,Government - Local,3,Not Available,"304 WEST PROUT STREET
HILL CITY, KS
",39.371776, -99.845075
190190,"CALDWELL MEMORIAL HOSPITAL, INC",COLUMBIA,LA,71418,Acute Care Hospitals,Proprietary,4,Above the national average,"411 MAIN STREET
COLUMBIA, LA
",32.104142, -92.076155
190004,THIBODAUX REGIONAL MEDICAL CENTER,THIBODAUX,LA,70301,Acute Care Hospitals,Government - Hospital District or Authority,4,Above the national average,"602 N ACADIA ROAD
THIBODAUX, LA
",29.780546, -90.806819
180043,MEMORIAL HOSPITAL,MANCHESTER,KY,40962,Acute Care Hospitals,Voluntary non-profit - Church,3,Same as the national average,"210 MARIE LANGDON DRIVE
MANCHESTER, KY
",37.162154, -83.761356
161361,VAN DIEST MEDICAL CENTER,WEBSTER CITY,IA,50595,Critical Access Hospitals,Government - Local,3,Same as the national average,"2350 HOSPITAL DRIVE
WEBSTER CITY, IA
",42.452963, -93.813485
180051,JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,KY,42240,Acute Care Hospitals,Voluntary non-profit - Private,2,Same as the national average,"320 WEST 18TH STREET
HOPKINSVILLE, KY
",36.860443, -87.495668
200063,PENOBSCOT BAY MEDICAL CENTER,ROCKPORT,ME,04856,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"6 GLEN COVE DRIVE
ROCKPORT, ME
",44.144434, -69.086537
190025,SAVOY MEDICAL CENTER,MAMOU,LA,70554,Acute Care Hospitals,Government - Hospital District or Authority,3,Not Available,"801 POINCIANA AVENUE
MAMOU, LA
",30.641032, -92.417605
191325,LADY OF THE SEA GENERAL HOSPITAL,CUT OFF,LA,70345,Critical Access Hospitals,Government - Hospital District or Authority,4,Above the national average,"200 WEST 134TH PLACE
CUT OFF, LA
",29.456719, -90.31043
190263,HEART HOSPITAL OF LAFAYETTE,LAFAYETTE,LA,70508,Acute Care Hospitals,Proprietary,4,Above the national average,"1105 KALISTE SALOOM ROAD
LAFAYETTE, LA
",30.174933, -92.028311
171374,FREDONIA REGIONAL HOSPITAL,FREDONIA,KS,66736,Critical Access Hospitals,Government - Local,3,Not Available,"1527 MADISON
FREDONIA, KS
",37.533641, -95.814816
161368,FLOYD VALLEY HOSPITAL,LE MARS,IA,51031,Critical Access Hospitals,Proprietary,4,Above the national average,"714 LINCOLN ST NE
LE MARS, IA
",42.79728, -96.15599
230227,MCLAREN MACOMB,MOUNT CLEMENS,MI,48043,Acute Care Hospitals,Proprietary,2,Below the national average,"1000 HARRINGTON BLVD
MOUNT CLEMENS, MI
",42.586795, -82.896918
170027,PRATT REGIONAL MEDICAL CENTER,PRATT,KS,67124,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"200 COMMODORE ST
PRATT, KS
",37.645365, -98.729367
260074,MOBERLY REGIONAL MEDICAL CENTER,MOBERLY,MO,65270,Acute Care Hospitals,Proprietary,2,Same as the national average,"1515 UNION AVE
MOBERLY, MO
",39.423879, -92.414216
201313,SEBASTICOOK VALLEY HEALTH,PITTSFIELD,ME,04967,Critical Access Hospitals,Voluntary non-profit - Private,3,Above the national average,"447 NORTH MAIN STREET
PITTSFIELD, ME
",44.790826, -69.371269
190183,LEONARD J CHABERT MEDICAL CENTER,HOUMA,LA,70363,Acute Care Hospitals,Voluntary non-profit - Other,3,Above the national average,"1978 INDUSTRIAL BLVD
HOUMA, LA
",29.571318, -90.687625
190044,ACADIA GENERAL HOSPITAL,CROWLEY,LA,70526,Acute Care Hospitals,Proprietary,2,Same as the national average,"1305 CROWLEY RAYNE HIGHWAY
CROWLEY, LA
",30.226327, -92.362543
220029,ANNA JAQUES HOSPITAL,NEWBURYPORT,MA,01950,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"25 HIGHLAND AVENUE
NEWBURYPORT, MA
",42.814606, -70.890227
180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,GREENVILLE,KY,42345,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"440 HOPKINSVILLE STREET
GREENVILLE, KY
",37.196925, -87.189639
190218,SABINE MEDICAL CENTER,MANY,LA,71449,Acute Care Hospitals,Proprietary,3,Not Available,"240 HIGHLAND DRIVE
MANY, LA
",31.560713, -93.471154
180104,BAPTIST HEALTH PADUCAH,PADUCAH,KY,42003,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"2501 KENTUCKY AVENUE
PADUCAH, KY
",37.073255, -88.628215
161353,KOSSUTH REGIONAL HEALTH CENTER,ALGONA,IA,50511,Critical Access Hospitals,Government - Local,3,Not Available,"1515 SOUTH PHILLIPS STREET
ALGONA, IA
",43.056809, -94.227124
161354,HORN MEMORIAL HOSPITAL,IDA GROVE,IA,51445,Critical Access Hospitals,Voluntary non-profit - Private,3,Not Available,"701 E 2ND ST
IDA GROVE, IA
",42.339303, -95.45891
231316,HILLS & DALES GENERAL HOSPITAL,CASS CITY,MI,48726,Critical Access Hospitals,Voluntary non-profit - Private,4,Above the national average,"4675 HILL STREET
CASS CITY, MI
",43.604308, -83.181126
170137,LAWRENCE MEMORIAL HOSPITAL,LAWRENCE,KS,66044,Acute Care Hospitals,Government - Local,3,Above the national average,"325 MAINE STREET
LAWRENCE, KS
",38.97815, -95.247649
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,OWENSBORO,KY,42303,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"1201 PLEASANT VALLEY ROAD
OWENSBORO, KY
",37.777296, -87.069958
191316,POINTE COUPEE GENERAL HOSPITAL,NEW ROADS,LA,70760,Critical Access Hospitals,Government - Hospital District or Authority,3,Not Available,"2202 FALSE RIVER DRIVE
NEW ROADS, LA
",30.682516, -91.461372
190006,UNIVERSITY HOSPITAL & CLINICS,LAFAYETTE,LA,70506,Acute Care Hospitals,Voluntary non-profit - Private,3,Above the national average,"2390 WEST CONGRESS
LAFAYETTE, LA
",30.215792, -92.045675
230156,ST JOSEPH MERCY HOSPITAL,ANN ARBOR,MI,48106,Acute Care Hospitals,Voluntary non-profit - Church,2,Above the national average,"5301 E HURON RIVER DR
ANN ARBOR, MI
",42.261803, -83.659819
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",SLIDELL,LA,70461,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"100 MEDICAL CENTER DRIVE
SLIDELL, LA
",30.286243, -89.743132
200052,NORTHERN MAINE MEDICAL CENTER,FORT KENT,ME,04743,Acute Care Hospitals,Voluntary non-profit - Private,4,Above the national average,"194 E MAIN STREET
FORT KENT, ME
",47.265068, -68.591177
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,SAINTE GENEVIEVE,MO,63670,Critical Access Hospitals,Government - Hospital District or Authority,3,Same as the national average,"800 STE GENEVIEVE DRIVE, PO BOX 468
SAINTE GENEVIEVE, MO
",37.968347, -90.053968
180103,BAPTIST HEALTH LEXINGTON,LEXINGTON,KY,40503,Acute Care Hospitals,Voluntary non-profit - Other,4,Above the national average,"1740 NICHOLASVILLE ROAD
LEXINGTON, KY
",38.018842, -84.513948
220001,"HEALTHALLIANCE HOSPITALS, INC",LEOMINSTER,MA,01453,Acute Care Hospitals,Voluntary non-profit - Other,3,Same as the national average,"60 HOSPITAL ROAD
LEOMINSTER, MA
",42.541193, -71.763033
190140,FRANKLIN MEDICAL CENTER,WINNSBORO,LA,71295,Acute Care Hospitals,Government - Hospital District or Authority,2,Not Available,"2106 LOOP ROAD
WINNSBORO, LA
",32.15888, -91.705234
190201,LAKE AREA MEDICAL CENTER,LAKE CHARLES,LA,70605,Acute Care Hospitals,Proprietary,3,Above the national average,"4200 NELSON ROAD
LAKE CHARLES, LA
",30.182071, -93.249348
220175,METROWEST MEDICAL CENTER,FRAMINGHAM,MA,01701,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"115 LINCOLN STREET
FRAMINGHAM, MA
",42.28427, -71.419754
171375,MITCHELL COUNTY HOSPITAL HEALTH SYSTEMS,BELOIT,KS,67420,Critical Access Hospitals,Government - Local,3,Above the national average,"400 W 8TH STREET, P O BOX 399
BELOIT, KS
",39.466499, -98.114235
190050,BEAUREGARD MEMORIAL HOSPITAL,DERIDDER,LA,70634,Acute Care Hospitals,Government - Hospital District or Authority,3,Above the national average,"600 S PINE STREET
DERIDDER, LA
",30.84195, -93.289056
181317,CUMBERLAND COUNTY HOSPITAL,BURKESVILLE,KY,42717,Critical Access Hospitals,Government - Local,3,Above the national average,"299 GLASGOW ROAD
BURKESVILLE, KY
",36.796868, -85.37244
170176,OVERLAND PARK REG MED CTR,OVERLAND PARK,KS,66215,Acute Care Hospitals,Proprietary,4,Same as the national average,"10500 QUIVIRA ROAD
OVERLAND PARK, KS
",38.937613, -94.723726
161365,GREATER REGIONAL MEDICAL CENTER,CRESTON,IA,50801,Critical Access Hospitals,Government - Local,4,Above the national average,"1700 WEST TOWNLINE ROAD
CRESTON, IA
",41.071214, -94.383744
190011,UNIVERSITY HEALTH CONWAY,MONROE,LA,71202,Acute Care Hospitals,Proprietary,3,Same as the national average,"4864 JACKSON STREET
MONROE, LA
",32.451464, -92.105548
190114,CLAIBORNE MEMORIAL MEDICAL CENTER,HOMER,LA,71040,Acute Care Hospitals,Government - Local,4,Above the national average,"620 EAST COLLEGE STREET
HOMER, LA
",32.794528, -93.062478
180139,KENTUCKY RIVER MEDICAL CENTER,JACKSON,KY,41339,Acute Care Hospitals,Voluntary non-profit - Other,2,Same as the national average,"540 JETT DRIVE
JACKSON, KY
",37.565434, -83.370111
180035,ST ELIZABETH MEDICAL CENTER NORTH,EDGEWOOD,KY,41017,Acute Care Hospitals,Voluntary non-profit - Church,4,Above the national average,"1 MEDICAL VILLAGE DRIVE
EDGEWOOD, KY
",39.014971, -84.559874
260011,SSM HEALTH ST. MARY'S HOSPITAL - JEFFERSON CITY,JEFFERSON CITY,MO,65109,Acute Care Hospitals,Proprietary,4,Above the national average,"2505 MISSION DRIVE
JEFFERSON CITY, MO
",38.560142, -92.220285
170175,WESTERN PLAINS MEDICAL COMPLEX,DODGE CITY,KS,67801,Acute Care Hospitals,Proprietary,3,Below the national average,"3001 AVENUE A
DODGE CITY, KS
",37.785487, -100.014975
190015,"NORTH OAKS MEDICAL CENTER, L L C",HAMMOND,LA,70403,Acute Care Hospitals,Government - Hospital District or Authority,3,Below the national average,"15790 PAUL VEGA MD DRIVE
HAMMOND, LA
",30.466698, -90.45758
220036,ST ELIZABETH'S MEDICAL CENTER,BRIGHTON,MA,02135,Acute Care Hospitals,Proprietary,3,Below the national average,"736 CAMBRIDGE STREET
BRIGHTON, MA
",42.349886, -71.147833
170040,UNIVERSITY OF KANSAS HOSPITAL,KANSAS CITY,KS,66103,Acute Care Hospitals,Government - Hospital District or Authority,3,Above the national average,"3901 RAINBOW BLVD
KANSAS CITY, KS
",39.056421, -94.611447
181319,BRECKINRIDGE MEMORIAL HOSPITAL,HARDINSBURG,KY,40143,Critical Access Hospitals,Government - Local,3,Above the national average,"1011 OLD HIGHWAY 60
HARDINSBURG, KY
",37.766396, -86.441607
170016,ST FRANCIS HEALTH CENTER INC,TOPEKA,KS,66606,Acute Care Hospitals,Voluntary non-profit - Church,3,Above the national average,"1700 SW 7TH STREET
TOPEKA, KS
",39.056107, -95.696692
250069,RUSH FOUNDATION HOSPITAL,MERIDIAN,MS,39301,Acute Care Hospitals,Voluntary non-profit - Private,2,Below the national average,"1314 19TH AVE
MERIDIAN, MS
",32.370664, -88.697779
181309,CASEY COUNTY HOSPITAL,LIBERTY,KY,42539,Critical Access Hospitals,Government - Hospital District or Authority,4,Above the national average,"187 WOLFORD AVENUE
LIBERTY, KY
",37.317814, -84.931712
180093,BAPTIST HEALTH MADISONVILLE,MADISONVILLE,KY,42431,Acute Care Hospitals,Voluntary non-profit - Private,3,Same as the national average,"900 HOSPITAL DRIVE
MADISONVILLE, KY
",37.339177, -87.493845
181327,MARSHALL COUNTY HOSPITAL,BENTON,KY,42025,Critical Access Hospitals,Government - Hospital District or Authority,3,Above the national average,"615 OLD SYMSONIA ROAD
BENTON, KY
",36.868182, -88.368072
180025,FLAGET MEMORIAL HOSPITAL,BARDSTOWN,KY,40004,Acute Care Hospitals,Voluntary non-profit - Private,4,Same as the national average,"4305 NEW SHEPHERDSVILLE ROAD
BARDSTOWN, KY
",37.863995, -85.52376
220049,MARLBOROUGH HOSPITAL,MARLBOROUGH,MA,01752,Acute Care Hospitals,Voluntary non-profit - Private,3,Below the national average,"157 UNION STREET
MARLBOROUGH, MA
",42.354246, -71.553996
